id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
857984647860676641,159-1 Spacious Suite Toronto,507078335,Anthony,,Kensington-Chinatown,43.652830116394895,-79.40008552617854,Entire home/apt,119,33,0,,,336,358,0,
856119155913477804,169-A Pokemon Downtown Toronto,498799994,Nick,,Trinity-Bellwoods,43.65073173645154,-79.41134197392226,Entire home/apt,199,33,0,,,386,317,0,
772601311935828704,Cute Bedroom Near Downtown,180166833,Emma,,Niagara,43.63858,-79.4038,Private room,60,28,1,2023-02-18,0.60,7,0,1,
781155392327846704,Tiny Apartment Central Downtown (Lower Level),35208985,Jason,,Church-Yonge Corridor,43.65302,-79.37569,Entire home/apt,60,28,2,2023-03-24,1.36,8,89,2,
627507869694803996,Heart of the Entertainment District - 1 BD Condo,8311901,Felix,,Waterfront Communities-The Island,43.647404,-79.389893,Private room,68,28,1,2022-07-23,0.12,1,309,1,
776909369581010158,Condo inside of a park,104969166,Kristopher,,Downsview-Roding-CFB,43.73656,-79.4832,Entire home/apt,98,30,1,2023-03-02,0.79,1,1,1,
23614159,Feel the warmth hospitality.,157627670,Aruna,,Eglinton East,43.74094,-79.24239,Private room,60,30,8,2022-12-17,0.14,2,65,1,
657145995039579380,Custom Built~Family Friendly~Modern Mansion,661389,Samantha,,Bedford Park-Nortown,43.71393,-79.4284,Entire home/apt,1100,10,0,,,1,362,0,STR-2301-FHDRVP
680365978695867712,Warm n Cosy Home away from Home,452817441,Moniba,,Rouge,43.78177339625364,-79.12837215393539,Private room,60,1,5,2023-03-25,2.14,1,339,5,STR-2206-FHZRVB
35064338,Luxury Family Home near downtown with Parking!,30561589,George,,Old East York,43.69488,-79.34547,Entire home/apt,379,28,10,2022-08-29,0.22,3,364,1,
857397126248439009,59-F Spacious Studio Toronto,507078335,Anthony,,Kensington-Chinatown,43.6514016862543,-79.4005406360735,Entire home/apt,119,33,0,,,336,330,0,
781160994155333998,Downtown private room,101383431,Asif,,Waterfront Communities-The Island,43.64297,-79.37717,Private room,70,28,0,,,1,0,0,
819023983150877149,Great 2Bd 1Bath Downtown Toronto,43826388,Ryan,,Moss Park,43.6573763,-79.3741082,Entire home/apt,140,90,0,,,6,204,0,
859459971976239352,214-4 Private Unit Downtown TO,506941424,Andy,,Dovercourt-Wallace Emerson-Junction,43.6698667119994,-79.42812639868738,Entire home/apt,119,33,0,,,114,356,0,
815156590259157734,"Clean&Quiet, FastWifi, Basement, PrivateRoom",112544592,Erick,,South Parkdale,43.640483347637776,-79.42238442512875,Private room,73,1,4,2023-03-15,3.43,1,345,4,STR-2211-GWXKVH
